code,county,area,date,time,places,file
,MERU,"KIONYO, MUGAE, KIAMWERI",Monday 14.07.2025,8.00 A.M.  – 5.00 P.M.,"['Kionyo T/Fact', 'Kionyo Mkt', 'Kionyo Cooling Plant', 'Kathangari Booster', 'Mugae', 'Cooling Plant', 'Mugae Booster', 'Muchogomone Mkt', 'Gaturi Mkt', 'Karandine', 'Kithaene Mkt', 'Ndagene Sec', 'Murungorone Mkt', 'Kiamweri Mkt', 'Mukarangatine Mkt', 'Gumpira', 'Igandene', 'Bumbwi', 'Ngongo', 'Nyanya & adjacent customer s.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,THARAKA NITHI,"MARIMANTI, GATUNGA",Wednesday 16.07.2025,8.30 A.M.  – 5.00 P.M.,"['Marimanti', 'Tharaka University', 'Tharaka Technical', 'Gatunga Mkt', 'Gathangachini', 'Safaricom Booster', 'Ruungu Booster & adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,THARAKA NITHI,"CHOGORIA, KIRURUMWE",Thursday 17.07.2025,8.30 A.M.  – 5.00 P.M.,"['Chogoria Mkt', 'Chogoria Hosp', 'Kamara', 'Meru Daily Kirurumwe', 'Neo & adjacent', 'customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,KIRINYAGA,"KABARE GIRLS, ITHAREINI",Monday 14.07.2025,8.00 A.M.  – 5.00 P.M.,"['Bekam Hotel', 'Kabari C/Fact', 'Mukengeria C/Fact', 'Gatunguru Pri', 'Kiangombe', 'C/Fact', 'Kabare Girls', 'Thiba Dam', 'Kirima Dairy', 'Ithareini', 'Vincent Kago', 'Kiamiciri', 'Mkt', 'Ngungu & adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,KIRINYAGA,"TOGONYE, SOUTH NGARIAMA",Wednesday 16.07.2025,9.00 A.M.  – 5.00 P.M.,"['Part of Majengo', 'Part of PIAI', 'Estana Hotel', 'PK Njuguna', 'Rogoi', 'Mugamba Ciura', 'Murinduko', 'Togonye St. Susan', 'Kariati', 'Kadawa', 'Gold', 'Mumbu', 'Itangi', 'South', 'Ngariama', 'Ikurungu Hosp', 'Morgan', 'Skai Sana', 'Gathigiini Pri & adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,MURANGA,DELMONTE FACTORY,Monday 14.07.2025,9.00 A.M.  – 5.00 P.M.,"['Delmonte Factory', 'Imani Village', 'Pioneer Girls', 'Anglo -French', 'Ngati Police Stn &', 'adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,MURANGA,"KENOL, KARIGUINI",Tuesday 15.07.2025,9.00 A.M.  – 5.00 P.M.,"['Part of Kenol Catholic', 'Kariguini Pri', 'Kibiko', 'Kwa Jeshi  Booster & adjacent', 'customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,MURANGA,"MUTI, NGERERIA",Friday 18.07.2025,9.00 A.M.  – 5.00 P.M.,"['Muti Pri', 'Muti Sec', 'Muti Mkt', 'Mukundi Mkt', 'Siranga', 'Ngereria Mkt & adjacent', 'customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,KIAMBU,"PASCHA DAIRIES, KAMUCHEGE",Tuesday 15.07.2025,9.00 A.M. - 5.00 P.M.,"['Githunguri DO’s Residence', 'St. Josephs', 'Pen Elite Academy', 'Kahuruko', 'Wangare', 'Githongo Factory', 'Murera PCEA Church', 'Kinenie  Village', 'Reminder Petrol Stn &', 'adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,KIAMBU,"BIDCO, YMCA, BROADWAYS,  BAT",Thursday 17.07.2025,9.00 A.M. - 5.00 P.M.,"['Thika Technical', 'Mt. Kenya University', 'General Kago Morgue', 'Mundia Est', 'Kenol', 'Petrol Stn', 'Toyota Kenya', 'Medisel', 'Dune Packaging', 'Mjengo Ltd', 'Munene', 'Industries', 'Bhucho', 'Nampark', 'Kenya Paper Sintel', 'Mama Millers', 'Slaughter', 'Vine', 'Park & adjacent customers.', 'COAST REGION']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,MOMBASA,"SHIMANZI, MAKANDE",Sunday 13.07.2025,9.00 A.M. – 5.00 P.M.,"['KPA High Level', 'Ideal Ceramics', 'GAPCO Mombasa Terminal 2', 'KURA', 'VIVO', 'Energy', 'TATA Chemicals', 'SGS Kenya Limited', 'Mitchel Colts', 'KPA', 'Grain Industries', 'Limited', 'Makupa Catholic Church Parish', 'Bandari SACCO', 'Finlays', 'Makande', 'welfare', 'KPA Red Brick', 'Jua Kali', 'M akupa & adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,MOMBASA,MIRITINI,Sunday  13.07.2025,9.00 A.M. – 5.00 P.M.,"['Weldcon', 'Transtrailers', 'Icolo', 'Hakika  Transporters', 'Golden Crown', 'Simba EPZ', 'SSSL Miritini', 'Bayusuf', 'Black Devil', 'Petrocity & adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,MOMBASA,PARTS OF SHANZU,Thursday 17.07.2025,9.00 A.M. – 5.00 P.M.,"['Shanzu Garden Est', 'Shanzu Water', 'Bamburi Airstrip', 'Shanzu Bush', 'Jolarabi', 'Zawadi Apts', 'Braeburn Sch', 'JCC', 'Bamburi Staff Quarters', 'Enduro', 'Pollmans', 'Haller Park', 'Nyali Center', 'Shiva Traders', 'KRA School & Est', 'NITA', 'Palm Garden', 'Est', 'Nyali Shree Enclace Est', 'Sunset Paradise', 'Bohora Apts', 'Bella Plaza', 'Bombolulu Est', 'Kwa Bullo Est', 'Mwatamba Police Stn', 'Mwembeni Stage', 'Vescon 1', '& 2', 'Baraka Est & adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,KILIFI,PARTS OF MALINDI,Monday  14.07.2025,9.00 A.M. – 3.00 P.M.,"['Malindi Airport', 'Msabaha', 'Kijiwetanga', 'Kizingo', 'Malindi High', 'Kwachocha', 'Kurawa', 'Farm & adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,KILIFI,"KAKUYUNI, GONGONI",Tuesday 15.07.2025,9.00 A.M. – 5.00 P.M.,"['Krystaline Gongoni', 'Gongoni Town', 'Mambrui Town', 'KBC Marekebuni', 'Marafa', 'Garashi', 'Wakala', 'Karibuni Villas', 'Beach Bay', 'Mwembe Resort', 'Savannah', 'Mijikenda Residence', 'Beach Bay', 'Angels Bay', 'Sabaki & adjacent customers.']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,KILIFI,PARTS OF MARIAKANI,Wednesday  16.07.2025,9.00 A.M. – 5.00 P.M.,"['Town', 'Mariakani Sec', 'Mariakani Polytechnic', 'Kadzandani Jakaba', 'Kadzonzo Sec', 'Sheeriji Chemicals', 'Mwareni', 'Tsangatsini', 'Bamba Town', 'Mtara Tsatu & adjacent', 'customers.', 'For further information', 'contact', 'the nearest Kenya Power office', 'Interruption n otices may be viewed at', 'www.kplc.co.ke', 'Interruption of', 'Electricity Supply', 'Notice is hereby given under R ule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate', 'maintenance and upgrade of power lines to the network; to connect new', 'customers or to replace power lines during road construction', 'etc.)']",01JZSGZRY4HZHA1Q9WRDV8ZT0F.pdf
,NAIROBI,"KAHAWA WEST, KAMAE ROAD",Tuesday 04.02.2025,9.00  A.M. – 5.00 P.M.,"['Farmers Choice', 'Kahawa West', 'Congo', 'Kahawa Barracks', 'Kamae Rd KU &', 'adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NAIROBI,PART OF MATHARE,Tuesday 04.02.2025,9.00  A.M. – 5.00 P.M.,"['Shofco', 'ATC Boaster', 'Kosovo', 'Part of Mathare & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NAIROBI,"JAKAYA KIKWETE RD, MILIMANI",Wednesday 05.02.2025,9.00  A.M. – 5.00 P.M.,"['Part of Valley Rd', 'EACC', 'Delamare Ap ts', 'Ambassador Court', 'The Heron Hotel', 'Part of Ralph Bunch Rd', 'Part of Statehouse Ave', 'Middle East Bank', 'Comfort', 'Hotel', 'Saggy Suits', 'Sagret Hotel', 'Telcom Plaza', 'Swiss Mount Hotel', 'Pitman', 'House', 'DoD', 'Part of Woodlands Rd', 'Russian Embassy', 'China Embassy', 'Pharm acy & Poisons Board', 'Part of Jabavu Rd', 'Jabavu Lane & adjacent', 'customers.']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NAIROBI,KILIMANI,Friday 07.02.2025,9.00  A.M. – 5.00 P.M.,"['Argwing s Khodek Rd', 'Chaka Rd', 'Marcus Garvey', 'Timau', 'Tigoni Chaka Mall', 'Part', 'of George Padmore', 'French Sch', 'Circle Mall', 'Kilimani Mall & adjacent customers.']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,KAJIADO,NGONG/OLOLUA,Monday 03.02.2025,8.00 A.M. – 5.00 P.M.,"['Ololua SGR and Forest', 'Gataka Rd & Shopping Centre', 'Tam Feeds', 'Nuclear', 'Energy', 'Primate Research', 'Ololua Ridge & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NAKURU,"MILIMANI,  PGH,  KMTC",Sunday 02.02.2025,9.00  A.M. – 5.00 P.M.,"['Nakuru County Referral Hosp (PGH)', 'ASK Showground', 'KMTC & Parts of', 'Milimani & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,UASIN GISHU,"KAMPI KUKU,  JUA KALI MARKET,  CEMTECH",Sunday 02.02.2025,9.00  A.M. – 5.00 P.M.,"['Kampi Kuku', 'Kamoret', 'Jua Kali Mkt', 'Cemtech  (Simba Cement) Factory &', 'adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,UASIN GISHU,"KIPKENYO,  SIMAT CENTRE,  LEMOOK CENTER",Monday 03.02.2025,9.00  A.M. – 5.00 P.M.,"['Kipkenyo', 'Kaptinga', 'Simat Center', 'Chamasuss', 'Kabrus', 'Kapchinja Center', 'Koromoso', 'Lower Sosiani', 'Lemook Center', 'Tuiyo Centre', 'Kapngombe Samotet', 'Kamotong', 'Kasarani & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NANDI,"MOI UNIVERSITY,  OLLESSOS TECHINCAL",Wednesday  05.02.2025,10.00 A.M. – 5.00 P.M.,"['Moi University', 'Ollessos Technical', 'Kamunyebaim', 'Terige & adjacent customers .', 'WEST ERN REGION']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,KISUMU,MAMBOLEO MKT,Sunday 02.02.2025,9.00  A.M. – 5.00 P.M.,"['Wigog Gargens', 'Mabpleo Mkt & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,VIHIGA,LUANDA,Tuesday 04.02.2025,9.00  A.M. – 5.00 P.M.,"['Luanda Mkt', 'KCB Bank', 'Ebulondi', 'Esibila', 'Esibakala & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NYERI,"KAHIGA, KAHIGA SEC SCH",M onday  03.02.2025,8.00 A.M. – 5.00 P.M.,"['Kahiga Mkt', 'Kahiga Dispensary', 'Kahiga Sec Sch', 'Kahiga Primary Sch', 'Safaricom Boosters', 'Airtel Boosters & adjacent customers .', 'For further information', 'contact', 'the nearest Kenya Power office', 'Interruption n otices may be viewed at', 'www.kplc.co.ke', 'Interruption of', 'Electricity Supply', 'Notice is hereby given under Rule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate', 'maintenance and upgrade of power lines to the network; to connect new', 'customers or to replace power lines during road construction', 'etc.)']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NYERI,"MUKANGU, GATINA",Tuesday  04.02.2025,9.00  A.M. – 5.00 P.M.,"['Mukangu  Sec Sch', 'Mukangu Mkt', 'Mukangu C /Factory', 'Mukangu Dispensary', 'Gakuyu Sec Sch', 'Gatina C /Factory', 'Gatina Mkt', 'Safaricom Boosters', 'Airtel', 'Boosters & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NYERI,"GITHIRU, KIAMUIRU",T uesday  04.01.2025,8.00 A.M. – 5.00 P.M.,"['Githiru', 'Satima Millers', 'Kiamuiru', 'Kigera', 'Royal Petrol Station', 'Mugwathi', 'Gardens', 'Kuguru', 'SDA  Muruguru & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NYERI,"KIGWANDI, ITHENGURI",Tuesday  04.01.2025,8.00 A.M. – 5.00 P.M.,"['Kigwandi', 'Ithenguri', 'Kahigaini', 'Kiunyu', 'Kwa Chief', 'Karurumo', 'Parts of Kiandu &', 'adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NYERI,"ENDARASHA, EMBARINGO",Thursday  06.01.2025,8.00 A.M. – 5.00 P.M.,"['Endarasha', 'Muthuini', 'Mitero', 'Charity', 'Watuka', 'Embaringo', 'Kabati', 'Pura', 'Kimunyuru', 'Gitego', 'Ewasonyiro', 'Mairo', 'Kinyaiti & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,THARAKA NITHI,"NKONDI, GIEKURI",Tuesday  04.02.2025,8.30 A.M. – 4.30 P.M.,"['Kathithini Village', 'Giekuri Mkt', 'Kereria Pr i Sch', 'Kiorimba Pry/Sec', 'Gakuuru Pry', 'Sch', 'Njukini Pry Sch', 'MCK Tumanya Pry Sch', 'Nkondi Mkt & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,THARAKA NITHI,"GIAMPAMPO, RUKINDU",Thursday  06.02.2025,8.30 A.M. – 4.30 P.M.,"['Rukindu Village', 'Giampampo', 'Gaketha', 'Njaina C /F', 'Ndogo C /F', 'Lowland Hotel', 'Gathigiririni Pry', 'Ndagani Mkt & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,KIAMBU,LOWER KABETE MKT  KINGEERO,Tuesday 04.02.2025,9.00  A.M. – 5.00 P.M.,"['Lower Kabete Mkt', 'Kingeero', 'Kingeero', 'Mwisho', 'Whitehouse', 'Ndongoro &', 'adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,KIAMBU,"KAMWANGI DOS OFFICE, WATATHI & MBICHI",Thursday 06.02.2025,9.00 A.M. - 5.00 P.M.,"['Ngethu Lower Camp Water Woks', 'Hon . Kariuki Muiruri', 'Ngorongo Dispensary', 'Upper Ngorongo', 'Ndarwa & Others', 'Kariua Village', 'Kamwangi DC s Offices', 'Kanjuku Mkt', 'Hon Kigo Njenga', 'Githobokoni Coffee Factory', 'Watathi Mkt', 'Gathaite Mkt', 'Gatei Mkt', 'Mbichi Dispensary', 'Ruburi Mkt', 'Mbogoro', 'Kimee', 'Wamuguma Factory', 'Gikobu', 'Kagumoini Mkt', 'Ritho Mkt', 'Ichachiri Village', 'Gitatiini & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,KIAMBU,"WANGIGE, GATHIGA",Thursday 06.02.2025,9.00  A.M. – 5.00 P.M.,"['Wangige Mkt', 'Gathiga Mkt', 'Mwimuto Mkt', 'Kibiku & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,KIAMBU,KAMITI ROAD,Saturday 08.02. 2025,9.00 A.M. - 5.00 P.M.,"['Mugumo', 'Fig Tree', 'St. Anthony', 'Kiu River', 'Kamiti Ridge', 'Marion Sch & adjacent', 'customers .', 'COAST REGION']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,MOMBASA,PARTS OF PORT REITZ,Thursday 06.02. 2025,9.00  A.M. – 5.00 P.M.,"['Chaani', 'Police Station', 'St. Elizabeth', 'Coast General Changamwe & adjacent', 'customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,KILIFI,VIPINGO AND PARTS OF KILIFI,Sunday 02.02.2025,9.00  A.M. – 5.00 P.M.,"['Bamburi/North Coast Ex Kilifi', 'Mnarani', 'Kilifi Plantation', 'Takaungu', 'Vipingo', 'Ridge', 'Kadzinuni', 'Shauri Moyo', 'Chonyi', 'Jaribuni', 'Chasimba', 'Kolongoni', 'Mwarakaya', 'Pwani university', 'Konjora', 'Kakanjuni', 'Matano Manne', 'Lango Baya', 'Malanga', 'Ganze', 'Palakumi', 'Mtondia', 'Magorani', 'Ngerenya', 'Timboni Kituoni', 'Tiger Packaging', 'Flamboyant L td', 'Vipingo Industries & adjacent customers .']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,KILIFI,"KASEMENI , PARTS OF MAZERAS",Thursday 06.02. 2025,9.00 A.M. - 5.00 P.M.,"['Kasemeni Slaughter', 'Uwanja wa Ndege', 'Blue Jay', 'Vikolani', 'Kiphino', 'P.N.', 'Mashru', 'Kwale County Gov', 'Bofu', 'Miyani', 'Dzombo & adjacent customers .', 'For further information', 'contact', 'the nearest Kenya Power office', 'Interruption n otices may be viewed at', 'www.kplc.co.ke', 'Power Maintenance Notice', 'Notice is hereby given under R ule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate maintenance and', 'upgrade of power lines to the network; to connect new customers or to replace power', 'lines during road construction', 'etc.)']",01JJV2BMR0H8MRCAD42Y1KX5FZ.pdf
,NAIROBI,PART OF KILELESHWA,Tuesday 23.09.2025,9.00 A.M. – 5.00 P.M.,"['Githunguri Rd', 'Githunguri Close', 'Tabere Crescent', 'Kangundo Rd', 'Kuguru Close &', 'adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,NAIROBI,ZIWANI,Wednesday 24.09.2025,: 9.00 A.M. – 5.00 P.M.,"['Kinyanjui Street', 'Starehe Boys', 'Ziwani Health Clinic', 'Ziwani', 'Kariokor Cemetery &', 'adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,NAIROBI,KAMKUNJI,Thursday 25.09.2025,9.00 A.M. – 5.00 P.M.,"['Jua Kali', 'Shauri Moyo', 'Muthurwa Pri', 'Parts of Gikomba', 'Gikomba Social Hall', 'DO’s', 'Office Gikomba', 'Family Bank Gikomba', 'Co -op Bank Gikomba', 'BBS Mall', 'Shell', 'Petrol Stn', 'Ismariot Hotel', 'Nomad Hotel', 'Eastleigh High Sch', 'Pumwani Boys', 'Starehe Boys Center Part of  General Waruinge & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,NAIROBI,MWIHOKO,Friday 26.09.2025,9.00 A.M. – 5.00 P.M.,"['Kinyanjui Street', 'Starehe Boys', 'Ziwani Health Clinic', 'Ziwani', 'Kariokor Cemetery &', 'adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,NAIROBI,PART OF RIVERSIDE,Saturday 27.09.2025,9.00 A.M. – 5.00 P.M.,"['Part of Sports Rd', 'Raphta Rd', 'David Osieli Rd', 'Church Rd', 'Part of Mvuli  Rd', 'East', 'Church Rd', 'Fox Close', 'Part of Ring Rd Westlands', 'Lantana Rd', 'Mkoko Close', 'St.', 'Michaels Rd', 'Ibis Hotel', 'Rehema House', 'Riverside Gardens', 'Kolobot Rd', 'Part of', 'Riverside Drive', 'Chiromo UON Hostels', 'Part of State House Rd', 'Taj View Apts', 'Arboretum Rd', 'Confucius Institute', 'Prime Bank', 'Delta Riverside', 'Dusit D 2', 'Qwetu', 'Hostels', 'UON Chiromo Campus', 'Part of Waiyaki Way', 'Consolata Sch', 'ICEA', 'LIONS', 'GTC  Towers & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,MACHAKOS,KANGUNDO ROAD,Tuesday 23.09.2025,9.00 A.M. – 5.00 P.M.,"['College Rd', 'Miwani', 'Manza', 'Sweet Waters', 'Scott', 'Kusyomuomo', 'Mumbuni', 'Kathiani', 'Ngoleni', 'Kaviani', 'Nzaikoni', 'Kwa Musyoka', 'Tumba', 'Mutituni', 'Ng’eleni', 'Ivumbuni', 'Mua Kyasila', 'Ivovoani', 'Kivutini', 'Kaloleni', 'Ngelani', 'Kisekini', 'Thinu', 'Kamuthanga', 'Mitaboni', 'Miumbuni', 'Kenol', 'Masokani & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,MACHAKOS,"KATANI, SYOKIMAU",Wednesday 24.09.2025,9.00 A.M. – 5.00 P.M.,"['Blowplast', 'Dam Est', 'Kuchi Rd', 'Greatwall Apts  & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,KERICHO,KAPSOIT,Sunday 21.09.2025,9.00 A.M. – 5.00 P.M.,"['Kapsoit Mkt', 'Kipchimchim S/Mkt', 'Rubis', 'Telanet Scs & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,KERICHO,LONDIAN,Monday 22.09.2025,9.00 A.M. – 4.00 P.M.,"['Londian Township', 'Barotion', 'Nukiat', 'Kipsirichet', 'Tuiyobei Mkt', 'Londian Sub District', 'Hosp', 'Black Tulips Farm Cheres', 'Kapkondoo', 'Jagor & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,BOMET,"KOIWA MARKET, SOTIT MARKET",Monday 22.09.2025,9.00 A.M. – 4.00 P.M.,"['Rorok T/Fact', 'Kobel T/Fact', 'Siomo EPZ T/Fact', 'Whole of Cheptalal', 'Taboino', 'Kitala', 'Kimarwandi', 'Embomos', 'Bosto', 'Satiet', 'Kaptebengwet', 'Kiptenden & adjacent', 'customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,NAKURU,GILGIL,Thursday 25.09.2025,9.00 A.M. – 4.00 P.M.,"['Whole of Gilgil Town', 'Ndume Ltd', 'Culsons Ltd', 'Pembroke  Sch', 'Langalanga', 'Malewa', 'NYS', 'Kenyatta Barracks', '2KA', 'Garison Sch', 'Koilel  Sec Sch', 'Milimani', 'Ngomongo', 'Utumishi Sch', 'ASTU', 'Gitare', 'Mawingu', 'Gatarwa', 'Diatomite Ltd', 'Epashikino Hotel', 'Pelican', 'Karura', 'He aven’s Gate', 'St. Marys Hosp', 'St. Joseph', 'Hosp', 'Serena Hotel', 'Soysambu', 'Kasambara', 'Lemon Valley', 'Echireria & adjacent', 'customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,UASIN GISHU,"LORWA VILLAGE, KIPSANGUI",Tuesday 23.09.2025,10.00 A.M. – 3.00 P.M.,"['Lorwa Village', 'Kamoiywa', 'Kipsangui & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,NANDI,ARWOS,Sunday 21.09.2025,9.00 A.M. – 5.00 P.M.,['Arwos & adjacent customers.'],01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,NANDI,EMROK TEA FACTORY,Monday 22.09.2025,10.00 A.M. – 3.00 P.M.,"['Emrok T/Fact', 'Himaki', 'Lelwak', 'Kogamei & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,KISUMU,APONDO KASARE,Friday 26.09.2025,9.00 A.M. – 4.00 P.M.,"['Apondo Kasare', 'Thur Dibuoro', 'Nyakwere', 'Kongowo', 'KEMFRI', 'Sango Rota', 'Sangoro', 'Nyawalo & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,VIHIGA,CHAMAKANGA SECONDARY SCHOOL,Friday 26.09.2025,9.00 A.M. – 5.00 P.M.,"['Chamakanga Sec Sch', 'Mululu', 'Lunza', 'Chekombero', 'Kwa Shem', 'Sabatia Eye', 'Hosp', 'Vokoli', 'Mudungu', 'Bugina', 'Wangulu', 'Wandega', 'Chatamilu', 'Gavudianyi', 'Gavudia', 'Nabwani & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,KAKAMEGA,"MATETE, MBANDE",Monday 22.09.2025,8.30 A.M. – 5.00 P.M.,"['Matete', 'Mbande', 'Matsakha', 'Chebwai', 'Lueshe', 'Butali Sugar', 'Shivanga', 'Tombo', 'Butali Mkt', 'Namanja', 'Namagara', 'Cereal Board & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,KAKAMEGA,KAMBI MWANZA,Thursday 25.09.2025,8.30 A.M. – 5.00 P.M.,"['Kambi Mwanza', 'KWS', 'Ivakale', 'Ileho', 'Shamberere', 'West Kenya Sugar', 'Ingavira', 'Mahira', 'Shianda', 'Matende & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,KISII,PART OF KISII TOWN,Sunday 21.09.2025,9.00 A.M. - 5.00 P.M.,"['Diplozz Hotel', 'Ram Hosp', 'Kisii Law Courts', 'Kisii Central Police', 'Co -op Bank', 'Huduma Center', 'Rubis', 'Scooby', 'Ufanisi Hotel', 'Sansora Building', 'Nyankongo Pri', 'KCB Bank', 'Shivling S/Mkt', 'Central Bank & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,KISII,PART OF KISII TOWN,Wednesday 24.09.2025,9.00 A.M. - 5.00 P.M.,"['Botori SDA', 'Daraja Mbili Mkt', 'Nyanchwa Police Stn', 'Ekerore', 'Christamarian', 'State', 'Lodge', 'Nyanchwa Boys & Girls & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,KISII,"ETAGO, NYANGWETA, EKONA",Wednesday 24.09.2025,9.00 A.M. - 5.00 P.M.,"['Etago', 'Ekona', 'Parts of Kenyenya', 'Ekona', 'Mogenga', 'Moticho', 'Gesabakwa', 'Nyabera', 'Nyangweta & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,NYAMIRA,NYABIKOMU,Thursday 25.09.2025,9.00 A.M. - 5.00 P.M.,"['Iteresi', 'Nyabikomu', 'Engentubi', 'Engeta', 'Kwabincha & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,HOMABAY,"RODI, MARRAM, MARINDI",Tuesday 23.09.2025,9.00 A.M. - 5.00 P.M.,"['Wiobiero', 'Rodi', 'Marram Mkt', 'Aluor Mkt', 'Marindi Mkt', 'Kuja & adjacent customers.']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
,HOMABAY,PARTS OF NDHIWA,Friday 26.09.2025,9.00 A.M. - 5.00 P.M.,"['Ongeng', 'Rarage', 'Kobodo', 'Okok', 'Ramoya', 'Manywanda', 'Obera Sikwadhi', 'Lwanda', 'Kawuor', 'Magina', 'Mirogi', 'Ndhiwa', 'Pala Koguta', 'Thuon Gweno', 'Rapendhi', 'Bongu', 'Nguku', 'Otange', 'Riat', 'Amoyo', 'Oridi & adjacent customers.', 'For further information', 'contact', 'the nearest Kenya Power office', 'Interruption n otices may be viewed at', 'www.kplc.co.ke', 'Power Maintenance Notice', 'Notice is hereby given under Rule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate maintenance and', 'upgrade of power lines to the network; to connect new customers or to replace power', 'lines during road construction', 'etc.)']",01K5H1P29K0ZC0XE3Q8RE2CWP1.pdf
